CASEID,YEAR,STATE,DETOX,TREATMT,OWNERSHP,FEDOWN,SRVC71,SRVC108,SRVC85,SRVC87,SRVC86,OTP,OTPALL,OTPTYPE,COMPSAT,DUI_DWI,ONLYDUI,SIGNLANG,LANG,LANG16,LANG1,LANG2,LANG3,LANG21,LANG4,LANG5,LANG6,LANG7,LANG8,LANG9,LANG10,LANG22,LANG11,LANG19,LANG23,LANG12,LANG13,LANG14,LANG15,LANG20,LANG17,LANG18,SRVC33,SRVC63,SRVC62,SRVC113,SRVC114,SRVC115,SRVC61,SRVC31,SRVC32,SRVC116,CTYPE4,CTYPEHI1,CTYPEHI2,CTYPE7,CTYPERC1,CTYPERC3,CTYPERC4,SRVC75,CTYPE1,CTYPE6,CTYPEML,CTYPEOP,CTYPE2,CTYPE3,FEESCALE,PAYASST,REVCHK3,REVCHK1,REVCHK8,REVCHK5,REVCHK10,REVCHK15,REVCHK2,REVCHK17,LOC5
102,2014,AL,0,1,6,1,1,0,0,1,0,0,0,1,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,0,0,0,0,1,0,,,0,,,,,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
103,2014,AL,1,0,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,,,,0,,,,,,0,0,0,1,1,1,D,1,1,D,0
104,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
105,2014,AL,0,1,2,,0,0,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,1,1,1,1,0,,,1,0,1,0,0,0,,,,,,1,1,0,1,0,1,1,1,1,0,0
106,2014,AL,0,1,2,,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0
107,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0
108,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,,,,,,1,1,0,1,0,1,0,1,1,0,0
109,2014,AL,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,D,0
110,2014,AL,0,1,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
111,2014,AL,0,1,2,,0,0,0,0,0,0,,,M,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0
112,2014,AL,0,1,2,,1,1,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0
113,2014,AL,0,1,2,,1,1,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,D,0
114,2014,AL,0,1,2,,1,1,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
115,2014,AL,0,1,1,,0,0,1,0,0,1,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
116,2014,AL,0,1,1,,0,0,1,0,0,1,1,1,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
117,2014,AL,1,1,1,,0,0,1,0,0,1,1,3,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
118,2014,AL,1,1,1,,0,0,1,1,0,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
119,2014,AL,1,1,1,,1,0,0,1,1,0,0,3,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,1,1,1,0,,,,,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0,0
120,2014,AL,0,1,2,,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0,,,1,0,0,1,1,0,,,,,,0,1,0,0,0,1,0,0,0,0,0
121,2014,AL,0,1,1,,0,1,0,1,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,D,0
122,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,D,0
123,2014,AL,0,1,2,,0,0,0,0,0,0,,,M,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
124,2014,AL,1,1,1,,0,1,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
125,2014,AL,0,1,1,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0
126,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,,,,,,0,0,0,1,0,0,0,0,0,0,0
127,2014,AL,0,1,1,,0,0,1,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
128,2014,AL,0,1,2,,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,D,0
129,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
130,2014,AL,0,1,3,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,D,0
131,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0
132,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
133,2014,AL,1,1,6,1,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,D,D,D,D,1,1,D,1
134,2014,AL,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
135,2014,AL,0,1,1,,1,1,1,1,1,1,0,1,4,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,1,0,1,1,1,1,0,1,0,1,0,D,1,0,0
136,2014,AL,0,1,2,,0,0,0,0,0,0,,,5,0,,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
137,2014,AL,0,1,1,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
138,2014,AL,0,1,2,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0
139,2014,AL,1,1,1,,0,0,1,1,0,1,1,3,1,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
140,2014,AL,0,1,1,,0,0,1,1,1,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
141,2014,AL,1,1,1,,0,0,1,1,1,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,1,1,1,1,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
142,2014,AL,0,1,2,,0,0,0,0,0,0,,,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,1,0,0,0,,,1,0,0,1,0,0,,,,,,1,1,0,1,0,0,0,0,0,0,1
143,2014,AL,1,1,1,,0,0,1,1,1,1,1,3,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
144,2014,AL,1,1,1,,0,0,1,0,1,1,1,3,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
145,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,0,,,1,0,1,1,1,0,,,,,,1,1,0,1,0,1,0,0,0,0,0
146,2014,AL,0,1,1,,0,0,1,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
147,2014,AL,0,1,1,,0,0,1,0,0,1,1,1,1,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,1,1,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
148,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
149,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
150,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0
151,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0
152,2014,AL,0,1,1,,0,0,0,1,1,0,1,3,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
153,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
154,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0
155,2014,AL,0,1,2,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,1,1,1,1,0,,,1,0,0,1,0,0,,,,,,1,0,0,1,0,0,0,0,0,D,1
156,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,D,0
157,2014,AL,0,1,1,,1,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
158,2014,AL,1,1,1,,0,0,1,0,0,1,1,3,2,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
159,2014,AL,0,1,2,,0,0,0,0,0,0,,,3,0,,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
160,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
161,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,D,0
162,2014,AL,1,0,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,0,,,,,,0,1,0,1,1,1,0,1,1,D,0
163,2014,AL,0,1,3,,0,0,0,1,1,0,,,4,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,1,1,0,,,1,0,0,1,1,0,,,,,,0,1,1,0,0,0,0,0,0,0,1
164,2014,AL,0,1,2,,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0
165,2014,AL,0,1,1,,0,0,1,0,0,1,1,3,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
166,2014,AL,0,1,3,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,1,1,1,1,0,,,0,,,,,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0
167,2014,AL,0,1,4,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,D,1,1,D,0
168,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0
169,2014,AL,0,1,6,1,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
170,2014,AL,0,1,3,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
171,2014,AL,1,1,1,,0,0,1,0,1,1,1,3,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,D,0
172,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0
173,2014,AL,0,1,1,,0,0,1,0,0,1,1,1,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,1,0,0,,,0,,,,,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
174,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0
175,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0
176,2014,AL,0,1,1,,0,0,1,0,0,1,1,1,4,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,1,1,1,0,,,0,,,,,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0
177,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
178,2014,AL,0,1,2,,0,0,0,0,0,0,,,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
179,2014,AL,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,1,1,1,1,0,,,1,0,1,1,0,0,,,,,,0,0,0,1,0,0,0,0,0,0,1
180,2014,AL,0,1,2,,0,0,0,0,0,0,,,5,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
181,2014,AL,0,1,2,,0,0,0,0,0,0,,,4,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,0,,,0,,,,,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
182,2014,AL,0,1,2,,1,1,0,0,0,0,,,3,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,D,1,D,0
183,2014,AL,0,1,1,,1,1,1,1,1,1,1,3,3,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,1,0,0,,,0,,,,,1,0,1,1,0,1,0,0,0,1,0,1,0,D,0,0,0
184,2014,AL,0,1,6,2,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
185,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
186,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,D,0
187,2014,AL,1,1,1,,0,1,0,1,0,0,0,2,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0
188,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,D,0
189,2014,AL,0,1,4,,1,1,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
190,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,,,,,,1,1,0,1,0,1,0,0,1,D,0
191,2014,AL,0,1,6,2,0,0,0,0,0,0,,,M,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
192,2014,AL,1,1,1,,1,1,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
193,2014,AL,1,1,1,,0,1,0,1,0,0,0,2,M,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
194,2014,AL,0,1,2,,0,0,0,0,0,0,,,3,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,1,0,0,1,0,0,,,,,,1,0,0,1,1,1,1,1,1,D,0
195,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,D,0
196,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,,,0,,,,,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0
197,2014,AL,0,1,4,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,0,0,0,,,,,,1,1,0,1,1,1,D,1,1,D,0
198,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
199,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
200,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,1,0,1,1,0,0,,,,,,1,0,0,1,0,0,0,0,0,0,1
201,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0,,,0,,,,,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0,D,0
202,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,1,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,D,0
203,2014,AL,0,1,2,,1,1,0,0,0,0,,,2,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,D,0
204,2014,AL,0,1,2,,0,0,0,0,0,0,,,2,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,1,1,0,,,1,0,1,0,1,0,,,,,,1,1,0,1,0,1,1,1,1,0,0
205,2014,AL,0,1,2,,0,0,0,0,0,0,,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,D,0
206,2014,AL,1,1,6,1,1,0,0,1,0,0,0,2,1,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,0,,,0,,,,,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0
207,2014,AL,1,1,6,1,1,1,0,1,0,0,0,2,3,0,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,,,0,,,,,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,D,1
208,2014,AL,1,0,1,,0,0,0,0,0,0,,,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,0,,,,,,0,0,0,1,1,1,D,1,1,D,0
